name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Heathrow Airport,13/03/2019,11.3,5.6,8.6,11.3,0.3,5.3,2.1,64.48,0.2,,4.17,,,,66.6,40.7,266.7,1008,77.8,19.5,142.2,6.1,3,,2019-03-13T06:21:11,2019-03-13T18:02:27,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,14/03/2019,14.3,7.1,10.2,14.3,2.9,8.6,5.5,73.99,8.03,,12.5,,,,81.7,48.2,262.9,1006.1,74.5,20.9,207.3,9,6,,2019-03-14T06:18:56,2019-03-14T18:04:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03781099999,03768099999,D4121,03772099999,03770099999"
Heathrow Airport,15/03/2019,14.1,9.1,12.1,14.1,6.5,11.9,9,81.86,5.12,,12.5,,,,77.7,48.2,255.4,1007.2,83.3,30.5,136.6,5.9,3,,2019-03-15T06:16:40,2019-03-15T18:05:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,16/03/2019,12.5,8.1,10.9,12.5,4.3,10.2,7.6,80.54,1.34,,8.7,,,,83.4,49.9,228.3,1002.4,89.9,17.5,92.5,3.7,2,,2019-03-16T06:14:24,2019-03-16T18:07:35,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,17/03/2019,9.8,4,6.6,6.3,0.4,2.9,2.4,75.73,6.2,,12.5,,,,68.2,35.3,269.2,1005.3,45.8,40.5,256,11.1,6,,2019-03-17T06:12:08,2019-03-17T18:09:17,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,18/03/2019,11.1,3.8,7.3,11.1,0.7,5.3,3.2,75.75,1.35,,4.17,,,,29.5,20.5,264.6,1020.5,72.4,30.6,179.8,8.4,4,,2019-03-18T06:09:52,2019-03-18T18:10:59,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,19/03/2019,12.4,6.6,9.4,12.4,5,8.6,7.1,85.43,1,,12.5,,,,,16.6,226.7,1027.3,86.2,19.4,135,5.8,4,,2019-03-19T06:07:35,2019-03-19T18:12:41,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,20/03/2019,12.8,8.7,10.7,12.8,6.6,10,7.8,82.44,0,,0,,,,,20.4,247.9,1032.3,97.3,35.2,88.7,3.8,2,,2019-03-20T06:05:18,2019-03-20T18:14:22,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,21/03/2019,13.8,8.9,11.5,13.8,7.2,10.9,8.3,81.03,0,,0,,,,,14.7,260.9,1033,99,26.2,114.2,4.9,2,,2019-03-21T06:03:02,2019-03-21T18:16:04,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,22/03/2019,11.1,8.9,10,11.1,6.5,9.1,6.8,80.75,0,,0,,,,,20.5,213.8,1028.8,94.9,21.3,58.7,2.5,1,,2019-03-22T06:00:45,2019-03-22T18:17:45,0.52,Overcast,Cloudy skies throughout the day.,cloudy,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,23/03/2019,13.3,5.1,10,13.3,2.5,9.3,4.5,70.86,0.2,,4.17,,,,,14.8,126.7,1031.4,72.1,18.1,203.8,8.8,5,,2019-03-23T05:58:28,2019-03-23T18:19:26,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,24/03/2019,14.3,3.8,8.7,14.3,3.2,8.2,1.7,64.42,0,,0,,,,,22.3,247.8,1030.6,20,23.5,322.4,16.2,7,,2019-03-24T05:56:11,2019-03-24T18:21:08,0.58,Clear,Clearing in the afternoon.,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,25/03/2019,12.8,5.3,8.9,12.8,2.2,7.4,1.1,59.28,0.2,,4.17,,,,31.7,20.6,240.5,1031.8,21.2,24.1,363.4,18.3,8,,2019-03-25T05:53:54,2019-03-25T18:22:49,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,26/03/2019,13.3,2,7.9,13.3,-0.3,7.2,1.8,67.48,0,,0,,,,,15.7,297.6,1034.2,24.8,22.2,292.3,14.7,7,,2019-03-26T05:51:37,2019-03-26T18:24:29,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,27/03/2019,13.3,4.8,9.4,13.3,3.8,9.1,2.8,64.13,0,,0,,,,,13,259.6,1035.2,71.2,31.9,177.6,9,5,,2019-03-27T05:49:21,2019-03-27T18:26:10,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,28/03/2019,16.1,7.5,10.9,16.1,6.1,10.6,4,64.03,0,,0,,,,,14.7,207.1,1035.7,67,20,225.2,11.4,5,,2019-03-28T05:47:04,2019-03-28T18:27:51,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,29/03/2019,17.5,3.3,10.9,17.5,2.1,10.6,3.9,64.18,0,,0,,,,,11.2,179.3,1029,0,15.1,338.9,17.1,7,,2019-03-29T05:44:47,2019-03-29T18:29:32,0.82,Clear,Clear conditions throughout the day.,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,30/03/2019,18,4.8,12.3,18,4.8,12.2,5.6,66.27,0,,0,,,,,13,204.7,1021.3,34.1,9.7,314,15.8,6,,2019-03-30T05:42:31,2019-03-30T18:31:12,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,31/03/2019,12.8,6.1,9.7,12.8,3.2,8.1,4.3,69.77,0.4,,4.35,,,,42.5,24.1,59.1,1024.5,51.7,19.8,196.7,9.9,5,,2019-03-31T06:40:15,2019-03-31T19:32:53,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,01/04/2019,14.1,4,8.5,14.1,0.9,6.9,2.9,69.63,0,,0,,,,37.1,18.4,68.8,1020.4,21.3,22.9,350.2,17.7,7,,2019-04-01T06:37:59,2019-04-01T19:34:33,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,02/04/2019,8.8,3.5,6,5.9,2.3,4,3.7,85.83,1.99,,4.17,,,,33.5,20.5,227.3,1004.9,47.6,26,115.4,5.8,3,,2019-04-02T06:35:43,2019-04-02T19:36:14,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,03/04/2019,10.5,1.1,4.6,10.5,0.9,3.4,0.9,79.14,2.59,,8.33,,,,,20.5,260.8,999,55.3,28.4,244.7,12.3,7,,2019-04-03T06:33:28,2019-04-03T19:37:54,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,04/04/2019,8.8,1.3,5.7,5.1,-2,2.1,2.3,79.85,7.2,,12.5,,,,55.4,35.2,139.6,995,70.8,34.5,165.1,8.3,3,,2019-04-04T06:31:13,2019-04-04T19:39:34,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,05/04/2019,13.6,5.9,9.5,13.6,2.4,7.8,2.6,63.76,1.09,,8.33,,,,46.4,27.7,118.3,1001.6,74.1,44.6,222.6,11.2,6,,2019-04-05T06:28:58,2019-04-05T19:41:15,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,06/04/2019,10.8,6.6,8.7,10.8,4.4,6.9,5.5,80.74,0.2,,4.17,,,,,18.4,54.2,1005.3,80.8,13.9,116.6,5.5,3,,2019-04-06T06:26:44,2019-04-06T19:42:55,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,07/04/2019,11.5,6.2,9,11.5,4.4,7.9,7.1,88.17,0.2,,4.17,,,,,13,31.7,1008.1,77.1,4.5,87.5,4.4,2,,2019-04-07T06:24:30,2019-04-07T19:44:35,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,08/04/2019,12.5,7.6,9.8,12.5,6.4,9.4,7.6,87.08,2.06,,12.5,,,,,7.6,182.1,1010.9,98.6,4.2,106.4,5.4,2,,2019-04-08T06:22:17,2019-04-08T19:46:16,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,09/04/2019,11.5,7,9.3,11.5,4.3,7.9,7,86.27,2.01,,12.5,,,,33.5,20.5,50.8,1013.9,89.1,8.8,61.1,3.1,2,,2019-04-09T06:20:04,2019-04-09T19:47:56,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,10/04/2019,12.6,4.6,8.5,12.6,2,6.7,1.6,63.41,0,,0,,,,0,22.3,50.4,1019.4,38.8,30,397.1,20,7,,2019-04-10T06:17:51,2019-04-10T19:49:36,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,11/04/2019,12.3,1.3,6.6,12.3,-0.7,5.2,-0.4,62.37,0,,0,,,,0,18.3,71.8,1025.7,5.5,34.2,402,20.3,7,,2019-04-11T06:15:39,2019-04-11T19:51:16,0.18,Clear,Clear conditions throughout the day.,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,12/04/2019,10.1,1.3,6.5,10.1,-0.8,5,-0.6,61.76,0,,0,,,,,18.4,60.8,1027,57,28,202.9,10.2,5,,2019-04-12T06:13:28,2019-04-12T19:52:57,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,13/04/2019,9.3,1,5.4,7.6,-1.9,2.9,-0.3,67.78,0.71,,8.33,,,,37.1,20.5,64.2,1027.3,37.1,25.5,247.4,12.5,5,,2019-04-13T06:11:17,2019-04-13T19:54:37,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,14/04/2019,10.6,0.5,5.4,10.6,-1.2,3.2,-1.1,65.05,0.2,,4.17,,,,31.7,25.9,86.6,1025.5,34.2,24.4,266.5,13.4,5,,2019-04-14T06:09:07,2019-04-14T19:56:17,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,15/04/2019,14.6,4.5,9.1,14.6,1.6,7.6,2.2,64.13,0,,0,,,,50,31.7,95,1020.3,49,10.6,367.5,18.5,7,,2019-04-15T06:06:58,2019-04-15T19:57:57,0.4,Partially cloudy,Clearing in the afternoon.,wind,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,16/04/2019,16,6.8,10.9,16,5.8,10.7,6.8,76.12,4.85,,4.17,,,,,18.2,172.5,1015.1,87,5.3,152.7,8.2,3,,2019-04-16T06:04:49,2019-04-16T19:59:37,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,17/04/2019,18.8,7,12.5,18.8,5.2,12.2,7.1,72.06,0,,0,,,,0,20.5,134.4,1019.3,28.5,6.4,313.5,16.9,6,,2019-04-17T06:02:41,2019-04-17T20:01:18,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,18/04/2019,21.8,8,14.3,21.8,6.4,14,7.3,66.55,0,,0,,,,0,27.7,72.1,1023.1,21.1,9.5,334.3,18.1,7,,2019-04-18T06:00:34,2019-04-18T20:02:58,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,19/04/2019,23.8,8.8,16,23.8,7.8,15.9,5.6,52.73,0,,0,,,,13,18.3,67.3,1028,0.3,17.9,385,20.8,7,,2019-04-19T05:58:28,2019-04-19T20:04:38,0.5,Clear,Clear conditions throughout the day.,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,20/04/2019,24.3,8.6,16.6,24.3,8.6,16.6,6,53.25,0,,0,,,,31.7,20.4,73.8,1029.6,0.1,19.2,405.3,21.9,8,,2019-04-20T05:56:22,2019-04-20T20:06:18,0.51,Clear,Clear conditions throughout the day.,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,21/04/2019,23.8,8,15.9,23.8,8,15.8,4.6,50.58,0,,0,,,,,22.3,126.3,1020.5,0,17.1,406.1,21.9,8,,2019-04-21T05:54:18,2019-04-21T20:07:58,0.53,Clear,Clear conditions throughout the day.,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,22/04/2019,24.6,8.6,16.5,24.6,7.5,16.4,5.2,48.82,0,,0,,,,,24.1,85.8,1006.4,40,18.4,354.2,19.1,7,,2019-04-22T05:52:14,2019-04-22T20:09:37,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,23/04/2019,21.5,12.8,16.2,21.5,12.8,16.1,7.4,56.81,0,,0,,,,33.5,16.6,67.5,997.4,54.3,19.1,239.1,12.1,5,,2019-04-23T05:50:11,2019-04-23T20:11:17,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,24/04/2019,17.4,9.6,13.4,17.4,9.6,13.4,8.2,71.29,0.6,,4.17,,,,48.3,31.6,131.8,994,83.2,27.2,202.6,8.8,5,,2019-04-24T05:48:10,2019-04-24T20:12:57,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,25/04/2019,16.6,8.5,12.2,16.6,7.4,12,6.5,69.58,0.5,,8.33,,,,51,31.6,160.8,999,48.4,49.3,310.9,15.7,9,,2019-04-25T05:46:09,2019-04-25T20:14:36,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,26/04/2019,16.3,6,11,16.3,4.9,10.4,6.7,76.23,0.2,,4.17,,,,50,29.5,189.2,1008.9,46.3,33.4,211.1,11.4,5,,2019-04-26T05:44:10,2019-04-26T20:16:16,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,27/04/2019,13,7.6,10,13,2.9,7.8,3.2,64.17,0.6,,8.33,,,,76,50,247.9,1009.5,77.4,35.1,162.8,8.8,3,,2019-04-27T05:42:11,2019-04-27T20:17:55,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,28/04/2019,14.1,7.4,10.7,14.1,3.8,9.4,3.8,62.73,0.6,,8.33,,,,49.4,24.1,270.5,1019.7,88.6,42.8,231.3,12.5,6,,2019-04-28T05:40:14,2019-04-28T20:19:34,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,29/04/2019,15.3,5.5,10.7,15.3,3.5,10.3,5.5,71.96,0,,0,,,,27.7,14.7,71.7,1025.8,80.3,24.8,235.7,12.7,5,,2019-04-29T05:38:18,2019-04-29T20:21:12,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,30/04/2019,17.6,6.1,12.1,17.6,4.6,11.6,6.1,69.95,0,,0,,,,,20.4,99.2,1024.5,42.9,19.6,435.9,23.5,10,,2019-04-30T05:36:23,2019-04-30T20:22:51,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,01/05/2019,18.5,6.6,12.3,18.5,6.4,11.9,6.8,71.6,0,,0,,,,27.7,16.6,247.3,1018.5,69.1,22,278.3,15,6,,2019-05-01T05:34:30,2019-05-01T20:24:29,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,02/05/2019,15.8,9,12,15.8,7.8,11.8,7.3,74.64,1,,4.17,,,,0,20.5,290.7,1014.3,55.1,39,240.5,13,6,,2019-05-02T05:32:37,2019-05-02T20:26:07,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,03/05/2019,15,7.1,9.9,15,4.2,9.2,7.1,83.94,2.05,,8.33,,,,,18.4,243.4,1014.7,74.2,24.1,157.5,8.5,4,,2019-05-03T05:30:47,2019-05-03T20:27:45,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,04/05/2019,10.6,5.3,7.7,10.6,1.7,5.6,1.2,64.65,0.61,,12.5,,,,55.1,27.7,182.5,1019.2,53.3,39,372.2,21.4,9,,2019-05-04T05:28:57,2019-05-04T20:29:22,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,05/05/2019,11.3,2.6,8.1,11.3,0.5,7,0.3,60.53,0.8,,4.17,,,,,14.8,301.3,1025.8,62.8,34,248.7,14.3,6,,2019-05-05T05:27:10,2019-05-05T20:30:59,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,06/05/2019,11.6,5.8,9.5,11.6,3.8,8.8,0.8,55.5,0,,0,,,,,16.6,277.1,1022.1,92.4,53.4,203,11,4,,2019-05-06T05:25:23,2019-05-06T20:32:35,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,07/05/2019,16.3,6.1,11.3,16.3,5.2,10.8,2.9,58.22,0,,0,,,,,20.5,193,1014.5,84.1,38.2,266.3,15.3,7,,2019-05-07T05:23:39,2019-05-07T20:34:11,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,08/05/2019,14,8.3,10.7,14,5.3,9.9,7.9,83.98,18.38,,12.5,,,,61.1,38.8,179.1,994.8,73,14.5,163.5,8.8,6,,2019-05-08T05:21:55,2019-05-08T20:35:47,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,09/05/2019,14,6.9,10.4,14,6,10.2,8.6,89.25,7.46,,16.67,,,,0,18.4,250.2,997.1,59.3,16.8,158.9,9.2,3,,2019-05-09T05:20:14,2019-05-09T20:37:21,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,10/05/2019,15.2,5.1,10.6,15.2,5.1,10.2,6.5,78.63,3.98,,8.33,,,,,12.9,224.3,1008.6,60.4,27.8,272.8,15.7,8,,2019-05-10T05:18:34,2019-05-10T20:38:56,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,11/05/2019,16,8.3,11.6,16,7.5,11.4,6.5,73.44,3.71,,8.33,,,,,16.6,253,1019.1,65.8,27.2,269.1,15.5,6,,2019-05-11T05:16:56,2019-05-11T20:40:29,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,D4121,03772099999,03770099999"
Heathrow Airport,12/05/2019,17.3,5.1,11.4,17.3,4.1,11,4,65.1,2.19,,8.33,,,,,22.3,139.2,1035.5,18.3,42.1,343.7,19.8,6,,2019-05-12T05:15:20,2019-05-12T20:42:02,0.28,Rain,Clear conditions throughout the day with rain.,rain,"03660099999,03672099999,03768099999,D4121,03772099999,03770099999"
Heathrow Airport,13/05/2019,17.3,5.3,11.8,17.3,4.9,11.6,2.9,57.53,0,,0,,,,33.5,22.3,90.1,1039.4,0.3,50.3,459.4,26.5,8,,2019-05-13T05:13:46,2019-05-13T20:43:34,0.33,Clear,Clear conditions throughout the day.,clear-day,"03660099999,03672099999,03768099999,D4121,03772099999,03770099999"
Heathrow Airport,14/05/2019,18.3,6.8,13.2,18.3,6,12.9,3.7,55.37,0,,0,,,,35.3,24.1,70.4,1034.1,0.6,47,456,26.3,8,,2019-05-14T05:12:13,2019-05-14T20:45:05,0.39,Clear,Clear conditions throughout the day.,clear-day,"03660099999,03672099999,03768099999,D4121,03781099999,03772099999,03770099999"
Heathrow Airport,15/05/2019,20.1,7.1,13.7,20.1,5.8,13.3,5.2,59.16,0,,0,,,,0,22.3,73,1026.6,1.2,27.4,432.1,24.9,8,,2019-05-15T05:10:43,2019-05-15T20:46:36,0.43,Clear,Clear conditions throughout the day.,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,16/05/2019,18.1,7.6,13.2,18.1,6,12.7,4,57.04,0,,0,,,,46.4,22.3,63,1019.2,19.7,35.1,352.1,13.9,7,,2019-05-16T05:09:14,2019-05-16T20:48:05,0.46,Clear,Clear conditions throughout the day.,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,17/05/2019,14.6,8.6,11.8,14.6,7.4,11.4,8,78.18,0.4,,4.17,,,,,16.6,36.3,1009.4,78.7,24.3,87.2,4.7,3,,2019-05-17T05:07:48,2019-05-17T20:49:34,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,18/05/2019,16.8,9.8,13.5,16.8,9.8,13.4,8.8,74.69,9.74,,12.5,,,,,12.9,159.3,1006.7,82,22,199.4,11.5,6,,2019-05-18T05:06:24,2019-05-18T20:51:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,19/05/2019,18,8.1,13.8,18,8.1,13.7,9.1,75.05,0.2,,4.17,,,,,11.2,175.4,1009.6,71.2,18.8,135.9,7.8,3,,2019-05-19T05:05:02,2019-05-19T20:52:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,20/05/2019,19.8,12.5,15.8,19.8,12.5,15.8,9,65.62,3.2,,8.33,,,,0,12.9,278.8,1012.5,79.9,30.2,217.8,12.5,6,,2019-05-20T05:03:42,2019-05-20T20:53:53,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,21/05/2019,20.3,9.8,15.6,20.3,9.8,15.6,6.3,56.33,0,,0,,,,0.3,0.2,333.4,1018,12.1,43.6,420.2,25.7,8,,2019-05-21T05:02:24,2019-05-21T20:55:17,0.54,Clear,Clear conditions throughout the day.,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,22/05/2019,20.8,10.3,15.9,20.8,10.3,15.9,4.7,48.28,0,,0,,,,22.3,20.4,253.9,1019.7,52.9,58.6,325.1,19.9,7,,2019-05-22T05:01:09,2019-05-22T20:56:40,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,23/05/2019,24.6,9.3,17,24.6,9.3,16.9,5.6,50.19,0,,0,,,,27.7,27.6,230.3,1016.4,51.8,58.2,398.8,23,8,,2019-05-23T04:59:56,2019-05-23T20:58:01,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,24/05/2019,21.1,11,16.7,21.1,11,16.7,8.7,60.31,0,,0,,,,31.7,27.5,311.5,1017.1,43.3,47.1,301.7,18.5,8,,2019-05-24T04:58:45,2019-05-24T20:59:21,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
Heathrow Airport,25/05/2019,23.3,14.1,18.4,23.3,14.1,18.4,9.9,59.16,0.79,,4.17,,,,,18.3,295.9,1018.2,86.1,55.7,259,15.9,6,,2019-05-25T04:57:37,2019-05-25T21:00:39,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999"
